before_path,after_path,category,action,protected,before_hash,after_hash
server/wave_structural_implicit.py,server/wave_structural_implicit.py,4. code/tests/assets,KEEP,no,6efee7292a4d5d1c3829768d8dc56d25bb91a659,6efee7292a4d5d1c3829768d8dc56d25bb91a659
tests/__init__.py,tests/__init__.py,4. code/tests/assets,KEEP,no,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
tests/conftest.py,tests/conftest.py,4. code/tests/assets,KEEP,no,1737bcd4cab5a7613a86e19438cb77ff50ed6b40,1737bcd4cab5a7613a86e19438cb77ff50ed6b40
tests/test_apps.py,tests/test_apps.py,4. code/tests/assets,KEEP,no,c7f8f74f574df1fc5d40d1d1c9c964433f4ac082,c7f8f74f574df1fc5d40d1d1c9c964433f4ac082
tests/test_cost_tracker_sharded.py,tests/test_cost_tracker_sharded.py,4. code/tests/assets,KEEP,no,f8df7cae4f75580f42e43478527f3ab9ded251f7,f8df7cae4f75580f42e43478527f3ab9ded251f7
tests/test_cross_app_verifiers.py,tests/test_cross_app_verifiers.py,4. code/tests/assets,KEEP,yes,897c227a07a13c9024fb08b5079cadc073fc08c8,897c227a07a13c9024fb08b5079cadc073fc08c8
tests/test_cross_app_verifiers.py.precset2.bak,,6. local/temp/process,DELETE,no,969615be23af7e36e29427811dd68c4ad5f61e50,
tests/test_cross_app_verifiers.py.prediv.bak,,6. local/temp/process,DELETE,no,0f610991b7cc5f7f481ac418160a7d19ddca45fc,
tests/test_facts.py,tests/test_facts.py,4. code/tests/assets,KEEP,no,852edfbac35deb7188c3ceb6896b25d39a59754a,852edfbac35deb7188c3ceb6896b25d39a59754a
tests/test_failure_classifier.py,tests/test_failure_classifier.py,4. code/tests/assets,KEEP,no,06364ed4af40da5522b1b0a646bdc38a936026d8,06364ed4af40da5522b1b0a646bdc38a936026d8
tests/test_harvest.py,tests/test_harvest.py,4. code/tests/assets,KEEP,no,7e5cb901c99ba8dcbceb53ac6be00ea269fc826e,7e5cb901c99ba8dcbceb53ac6be00ea269fc826e
tests/test_llm_retry_timeout.py,tests/test_llm_retry_timeout.py,4. code/tests/assets,KEEP,no,d57713c270dfcdefd5dda8cd15f55228ea987c54,d57713c270dfcdefd5dda8cd15f55228ea987c54
tests/test_mutations.py,tests/test_mutations.py,4. code/tests/assets,KEEP,no,f634a78e622bc5e24b75971958d328c8c98f455d,f634a78e622bc5e24b75971958d328c8c98f455d
tests/test_openai_agent_request.py,tests/test_openai_agent_request.py,4. code/tests/assets,KEEP,no,9b380c279913eaa613d43c03b2f254565e833deb,9b380c279913eaa613d43c03b2f254565e833deb
tests/test_scheduler.py,tests/test_scheduler.py,4. code/tests/assets,KEEP,no,b4b82d98ca60d708b124ede71be666fcfa79b3fa,b4b82d98ca60d708b124ede71be666fcfa79b3fa
tests/test_som.py,tests/test_som.py,4. code/tests/assets,KEEP,no,1cbaec9a3061236db1e7c42b1c7b4066f8ee80a7,1cbaec9a3061236db1e7c42b1c7b4066f8ee80a7
tests/test_structural_implicit_wave.py,tests/test_structural_implicit_wave.py,4. code/tests/assets,KEEP,no,b54e154ec2a6598a9f790504b360d3b1cc327640,b54e154ec2a6598a9f790504b360d3b1cc327640
tests/test_vein_taxonomy.py,tests/test_vein_taxonomy.py,4. code/tests/assets,POST_CLEANUP_RELEASE_UPDATE,no,20f088d2e6f67e36dcc9d57decf02f73dcc63211,364f41c2e87f4510271eecd44fab95d81947407f
tests/test_verifiers.py,tests/test_verifiers.py,4. code/tests/assets,KEEP,no,595ca9a1936e310ec5201c3530ee2a743679fb79,595ca9a1936e310ec5201c3530ee2a743679fb79
trajectories/CHECKOUT_AXIS_AUDIT.md,docs/history/audits/CHECKOUT_AXIS_AUDIT.md,2. historical record,MOVE_THEN_POST_CLEANUP_RELEASE_UPDATE,yes,f29991183a9baba01b60b3e7b594388020eb1357,9dba13120af88ce7fae43bc755f2e7e49a749b17
trajectories/PENDING_MERGE_VALIDITY_AUDIT.md,docs/history/audits/PENDING_MERGE_VALIDITY_AUDIT.md,2. historical record,MOVE,yes,1f1bc0688ff011d0da192a1e60fc984840ce2986,1f1bc0688ff011d0da192a1e60fc984840ce2986
trajectories/SOL_OPUS_SELLABLE_VENN.md,docs/history/forensics/sol_opus/SOL_OPUS_SELLABLE_VENN.md,2. historical record,MOVE_THEN_POST_CLEANUP_RELEASE_UPDATE,yes,00b3ca7586636537bc0965bd701212867a953ff1,5f1fa3602705683e2bd45f62e510d995902f8f79
trajectories/TAXONOMY_MIGRATION_CHECKOUT_2026-07-14.md,docs/history/audits/TAXONOMY_MIGRATION_CHECKOUT_2026-07-14.md,2. historical record,MOVE_THEN_POST_CLEANUP_RELEASE_UPDATE,no,4f31123f09abf4482393490d13626dbe40c055e5,1348153c1bbf31b0ae1a934939290797c3f05849
trajectories/_boundary_analysis_workflow.js,trajectories/_boundary_analysis_workflow.js,5. trajectory/results/evidence,KEEP,no,e37014abaa601c66b57648ed3fc26157393621ab,e37014abaa601c66b57648ed3fc26157393621ab
trajectories/_breaker_data.json,trajectories/_breaker_data.json,5. trajectory/results/evidence,KEEP,no,eae7da4834b41f8d5f1a47c76855a2198a481622,eae7da4834b41f8d5f1a47c76855a2198a481622
trajectories/_build20_workflow.js,trajectories/_build20_workflow.js,5. trajectory/results/evidence,KEEP,no,0a241bb33a7586509e51515c47c3413847321d2e,0a241bb33a7586509e51515c47c3413847321d2e
trajectories/_build6_workflow.js,trajectories/_build6_workflow.js,5. trajectory/results/evidence,KEEP,no,8d08268266cd9fb346b53859f9bba97f4bc03eeb,8d08268266cd9fb346b53859f9bba97f4bc03eeb
trajectories/_build_workflow.js,trajectories/_build_workflow.js,5. trajectory/results/evidence,KEEP,no,53dcfcd47d470b9381c07d2d289a805bfc240cb5,53dcfcd47d470b9381c07d2d289a805bfc240cb5
trajectories/_cat2_outline.txt,trajectories/_cat2_outline.txt,5. trajectory/results/evidence,KEEP,no,d0888c0d6c9659833fbbb13d1170632e8193eda3,d0888c0d6c9659833fbbb13d1170632e8193eda3
trajectories/_cat2_tail.txt,trajectories/_cat2_tail.txt,5. trajectory/results/evidence,KEEP,no,06fc5c2c68245853b3be5ae9d0ffbc95e4056dae,06fc5c2c68245853b3be5ae9d0ffbc95e4056dae
trajectories/_catalogue_outline.txt,trajectories/_catalogue_outline.txt,5. trajectory/results/evidence,KEEP,no,f1fe278ada6ca091dcce1bac25a3ce9a6927a3a4,f1fe278ada6ca091dcce1bac25a3ce9a6927a3a4
trajectories/_catalogue_tail.txt,trajectories/_catalogue_tail.txt,5. trajectory/results/evidence,KEEP,no,20c5ce7a5328dc4a1e4a84d7d9abc358a5590ab3,20c5ce7a5328dc4a1e4a84d7d9abc358a5590ab3
trajectories/_chartjs.min.js,trajectories/_chartjs.min.js,5. trajectory/results/evidence,KEEP,no,78c4e5d02685ec7135d573e260be15e6fbbbe26e,78c4e5d02685ec7135d573e260be15e6fbbbe26e
trajectories/_cset2_integrate.py,trajectories/_cset2_integrate.py,5. trajectory/results/evidence,KEEP,no,5438e39ec92852f4bb8a4d3d332d087e63cc6427,5438e39ec92852f4bb8a4d3d332d087e63cc6427
trajectories/_cset_bank.py,trajectories/_cset_bank.py,5. trajectory/results/evidence,KEEP,no,ab52b71e54b18d647992ea9d2d4c204dc9cae16c,ab52b71e54b18d647992ea9d2d4c204dc9cae16c
trajectories/_cset_classify.py,trajectories/_cset_classify.py,5. trajectory/results/evidence,KEEP,no,152c503f0242f35cafcfb4ba93075671a14304d3,152c503f0242f35cafcfb4ba93075671a14304d3
trajectories/_cset_finalbank.py,trajectories/_cset_finalbank.py,5. trajectory/results/evidence,KEEP,no,5683a9741e05078df8e4fd1404e40da72a96f8d1,5683a9741e05078df8e4fd1404e40da72a96f8d1
trajectories/_cset_integrate.py,trajectories/_cset_integrate.py,5. trajectory/results/evidence,KEEP,no,96e7608c91b6c410d2fe9d4ab3a24ea7b2156674,96e7608c91b6c410d2fe9d4ab3a24ea7b2156674
trajectories/_cset_matrix.py,trajectories/_cset_matrix.py,5. trajectory/results/evidence,KEEP,no,05f97c13804aae3462b74c80d87ec3d00a1aded9,05f97c13804aae3462b74c80d87ec3d00a1aded9
trajectories/_dash_copy.json,trajectories/_dash_copy.json,5. trajectory/results/evidence,KEEP,no,b3212cbf2a4435f8f5cf8381f47f814922f054b1,b3212cbf2a4435f8f5cf8381f47f814922f054b1
trajectories/_dash_tasks.json,trajectories/_dash_tasks.json,5. trajectory/results/evidence,KEEP,no,034e1d58ea2bfc663d33dca281821cd7ad54f45e,034e1d58ea2bfc663d33dca281821cd7ad54f45e
trajectories/_demo_qwen/M37_false_overcharge__0__c921b51f.jsonl,trajectories/_demo_qwen/M37_false_overcharge__0__c921b51f.jsonl,5. trajectory/results/evidence,KEEP,no,bdcf94b078287067e19d6bb1f44a0d21093e4699,bdcf94b078287067e19d6bb1f44a0d21093e4699
trajectories/_demo_qwen/M46_sneaked_addon__0__42595992.jsonl,trajectories/_demo_qwen/M46_sneaked_addon__0__42595992.jsonl,5. trajectory/results/evidence,KEEP,no,a767ddc30fe6561c664a25601a0dc4f6186b7f4e,a767ddc30fe6561c664a25601a0dc4f6186b7f4e
trajectories/_demo_qwen/_scorecard.json,trajectories/_demo_qwen/_scorecard.json,5. trajectory/results/evidence,KEEP,no,068d2c02cbe4ffa6e65318f40cb7ae302b43d5fa,068d2c02cbe4ffa6e65318f40cb7ae302b43d5fa
trajectories/_demo_sonnet/M213_default_card_swap_then_confirm__0__30391e39.jsonl,trajectories/_demo_sonnet/M213_default_card_swap_then_confirm__0__30391e39.jsonl,5. trajectory/results/evidence,KEEP,no,53a479624cc243f412570ea2b22eb00438ec5ce9,53a479624cc243f412570ea2b22eb00438ec5ce9
trajectories/_demo_sonnet/_scorecard.json,trajectories/_demo_sonnet/_scorecard.json,5. trajectory/results/evidence,KEEP,no,da6b70c3a240ab09902e14b0a2d72c01f90162fa,da6b70c3a240ab09902e14b0a2d72c01f90162fa
trajectories/_diverse_integrate.py,trajectories/_diverse_integrate.py,5. trajectory/results/evidence,KEEP,no,ed0ba04d9ddf4bd5ca1d5f9ba710ffef7d960229,ed0ba04d9ddf4bd5ca1d5f9ba710ffef7d960229
trajectories/_diverse_specs.json,trajectories/_diverse_specs.json,5. trajectory/results/evidence,KEEP,no,86cf1a3a759c5c64e25ddf85e762f51625820bac,86cf1a3a759c5c64e25ddf85e762f51625820bac
trajectories/_diverse_specs_wave1.json,trajectories/_diverse_specs_wave1.json,5. trajectory/results/evidence,KEEP,no,ad70ba0289bb8f3efbb89a55c39c4da697a016ec,ad70ba0289bb8f3efbb89a55c39c4da697a016ec
trajectories/_diverse_specs_wave1.json.prerenumber,,6. local/temp/process,DELETE,no,257a17fc68c1763b4145538b36b48bb3a8e223eb,
trajectories/_gen_backlog.py,trajectories/_gen_backlog.py,5. trajectory/results/evidence,KEEP,no,1a12cc4e9133182dea909dc3e9a46aeb66a8b9df,1a12cc4e9133182dea909dc3e9a46aeb66a8b9df
trajectories/_harness_audit.py,trajectories/_harness_audit.py,5. trajectory/results/evidence,KEEP,no,7b37f6743e6b5f68fd7c9cf4da553b705710ebea,7b37f6743e6b5f68fd7c9cf4da553b705710ebea
trajectories/_harness_audit_full.json,trajectories/_harness_audit_full.json,5. trajectory/results/evidence,KEEP,no,5312024d2c335dce3d161b2e04c4cf9313e95ea6,5312024d2c335dce3d161b2e04c4cf9313e95ea6
trajectories/_harness_audit_full.py,trajectories/_harness_audit_full.py,5. trajectory/results/evidence,KEEP,no,f32198b281f04bae0909c9dd04438cae4da82780,f32198b281f04bae0909c9dd04438cae4da82780
trajectories/_m306_factory.py,trajectories/_m306_factory.py,5. trajectory/results/evidence,KEEP,no,a5b6dc3b3468e73e686a6cf2b0a6e35c25aae8cd,a5b6dc3b3468e73e686a6cf2b0a6e35c25aae8cd
trajectories/_oracle_gate_check.json,trajectories/_oracle_gate_check.json,5. trajectory/results/evidence,KEEP,no,2a3c346ed7646dd3acb6348d5c7569961248a766,2a3c346ed7646dd3acb6348d5c7569961248a766
trajectories/_oracle_gate_check.py,trajectories/_oracle_gate_check.py,5. trajectory/results/evidence,KEEP,no,7d6324c59858d14f001c90c99157b955f3a18e64,7d6324c59858d14f001c90c99157b955f3a18e64
trajectories/_oracle_gate_run.sh,trajectories/_oracle_gate_run.sh,5. trajectory/results/evidence,KEEP,no,9f5a0ac53792f1e1ae16d8432debd2871a657a7e,9f5a0ac53792f1e1ae16d8432debd2871a657a7e
trajectories/_phase3_m310.json,trajectories/_phase3_m310.json,5. trajectory/results/evidence,KEEP,no,b044f3bd45f5c656a3624d503a081f6c792db7e7,b044f3bd45f5c656a3624d503a081f6c792db7e7
trajectories/_phase3_m312_313.json,trajectories/_phase3_m312_313.json,5. trajectory/results/evidence,KEEP,no,7d4a8da296b35c06b85e9c2ad81ba735d34520c6,7d4a8da296b35c06b85e9c2ad81ba735d34520c6
trajectories/_phase3_probe3_specs.json,trajectories/_phase3_probe3_specs.json,5. trajectory/results/evidence,KEEP,no,cbff48c272889a19ee9a73d9e4db8f286b74c661,cbff48c272889a19ee9a73d9e4db8f286b74c661
trajectories/_phase3_r3_probe.json,trajectories/_phase3_r3_probe.json,5. trajectory/results/evidence,KEEP,no,a8e50703a3d8de2e6096cc26bdf38f26d572d931,a8e50703a3d8de2e6096cc26bdf38f26d572d931
trajectories/_registry_xref.json,trajectories/_registry_xref.json,5. trajectory/results/evidence,KEEP,no,696d2c4399a173c3f489d7e6275442580b5b6159,696d2c4399a173c3f489d7e6275442580b5b6159
trajectories/_registry_xref.py,trajectories/_registry_xref.py,5. trajectory/results/evidence,KEEP,no,5ea0a634128648d1c2e8229aa90b94c3a00b55ab,5ea0a634128648d1c2e8229aa90b94c3a00b55ab
trajectories/_research_workflow.js,trajectories/_research_workflow.js,5. trajectory/results/evidence,KEEP,no,ddb1937f740648dc9b27201ae50f26ba6ef180b9,ddb1937f740648dc9b27201ae50f26ba6ef180b9
trajectories/_specs_batch2.txt,trajectories/_specs_batch2.txt,5. trajectory/results/evidence,KEEP,no,44a128e082ff5886a26f89cd1c26d801ea122d2f,44a128e082ff5886a26f89cd1c26d801ea122d2f
trajectories/_specs_batch3.txt,trajectories/_specs_batch3.txt,5. trajectory/results/evidence,KEEP,no,8a7f2ef820ddc835a9a52bd1d49da410e909d751,8a7f2ef820ddc835a9a52bd1d49da410e909d751
trajectories/_specs_batch4.txt,trajectories/_specs_batch4.txt,5. trajectory/results/evidence,KEEP,no,70bfdfabf9fdb21985e809b55dad9278209830e7,70bfdfabf9fdb21985e809b55dad9278209830e7
trajectories/_warroom_workflow.js,trajectories/_warroom_workflow.js,5. trajectory/results/evidence,KEEP,no,bcab0e7b067be1894122e5477ed5f9259c4d818c,bcab0e7b067be1894122e5477ed5f9259c4d818c
trajectories/_wave1_hybrid_specs.json,trajectories/_wave1_hybrid_specs.json,5. trajectory/results/evidence,KEEP,no,6f3cac06d3c6c897f10a6ba7cca821ce27558858,6f3cac06d3c6c897f10a6ba7cca821ce27558858
trajectories/agent_break_report.csv,trajectories/agent_break_report.csv,5. trajectory/results/evidence,KEEP,no,15a9f713a4bf5d9a82970481c88225b7d814caa5,15a9f713a4bf5d9a82970481c88225b7d814caa5
trajectories/agent_break_report_v2.csv,trajectories/agent_break_report_v2.csv,5. trajectory/results/evidence,KEEP,no,f0be31e0b42b6f7c183995144e0dee9f0c59d52f,f0be31e0b42b6f7c183995144e0dee9f0c59d52f
trajectories/analytics_dashboard.html,trajectories/analytics_dashboard.html,5. trajectory/results/evidence,KEEP,no,11a6af1be833921ae9d776abd74268cf6651e977,11a6af1be833921ae9d776abd74268cf6651e977
trajectories/append_breakers.py,trajectories/append_breakers.py,5. trajectory/results/evidence,KEEP,no,b8eb56b548f403f657aab3b703525fc36b17ad1b,b8eb56b548f403f657aab3b703525fc36b17ad1b
trajectories/breaker_atlas.html,trajectories/breaker_atlas.html,5. trajectory/results/evidence,KEEP,no,22d15c24e1c784386634d14eecb17aedc245da40,22d15c24e1c784386634d14eecb17aedc245da40
trajectories/breaker_report.html,trajectories/breaker_report.html,5. trajectory/results/evidence,KEEP,no,53cf520966a8251a2aca5caa16d8a3b76a384928,53cf520966a8251a2aca5caa16d8a3b76a384928
trajectories/cascade_all/cascade_report.csv,trajectories/cascade_all/cascade_report.csv,5. trajectory/results/evidence,KEEP,no,75f70079c67363a1ef674a64861ea9cd449ba1b1,75f70079c67363a1ef674a64861ea9cd449ba1b1
trajectories/cascade_all/cascade_report.json,trajectories/cascade_all/cascade_report.json,5. trajectory/results/evidence,KEEP,no,fb180dac525c6e5accc43f285e18646e1cc3a521,fb180dac525c6e5accc43f285e18646e1cc3a521
trajectories/cascade_all/gpt-5.1/M123_promo_silently_rejected__0__f103baa1.jsonl,trajectories/cascade_all/gpt-5.1/M123_promo_silently_rejected__0__f103baa1.jsonl,5. trajectory/results/evidence,KEEP,no,0adcb318112833d2580f151afd80ce40faba9343,0adcb318112833d2580f151afd80ce40faba9343
trajectories/cascade_all/gpt-5.1/M123_promo_silently_rejected__1__0e05afea.jsonl,trajectories/cascade_all/gpt-5.1/M123_promo_silently_rejected__1__0e05afea.jsonl,5. trajectory/results/evidence,KEEP,no,2812339e9b20308f887b138c66d13853fa3ed7a4,2812339e9b20308f887b138c66d13853fa3ed7a4
trajectories/cascade_all/gpt-5.1/M123_promo_silently_rejected__2__4a2ff119.jsonl,trajectories/cascade_all/gpt-5.1/M123_promo_silently_rejected__2__4a2ff119.jsonl,5. trajectory/results/evidence,KEEP,no,326e524dd368e29953e117cb31eed729da053832,326e524dd368e29953e117cb31eed729da053832
trajectories/cascade_all/gpt-5.1/M124_expired_promo_not_rechecked__0__428bb7bf.jsonl,trajectories/cascade_all/gpt-5.1/M124_expired_promo_not_rechecked__0__428bb7bf.jsonl,5. trajectory/results/evidence,KEEP,no,7c934c50d22f2c1f739b16a1216f5311a04cd327,7c934c50d22f2c1f739b16a1216f5311a04cd327
trajectories/cascade_all/gpt-5.1/M124_expired_promo_not_rechecked__1__4fa9e7d3.jsonl,trajectories/cascade_all/gpt-5.1/M124_expired_promo_not_rechecked__1__4fa9e7d3.jsonl,5. trajectory/results/evidence,KEEP,no,aa941220ce02d5ab8dda6b20353fe84daf78bf5f,aa941220ce02d5ab8dda6b20353fe84daf78bf5f
trajectories/cascade_all/gpt-5.1/M124_expired_promo_not_rechecked__2__2c5ac43f.jsonl,trajectories/cascade_all/gpt-5.1/M124_expired_promo_not_rechecked__2__2c5ac43f.jsonl,5. trajectory/results/evidence,KEEP,no,c6046ed5297a16677489cbc0cc4870e524e44bf8,c6046ed5297a16677489cbc0cc4870e524e44bf8
trajectories/cascade_all/gpt-5.1/M125_promo_min_purchase_silent__0__c86d2128.jsonl,trajectories/cascade_all/gpt-5.1/M125_promo_min_purchase_silent__0__c86d2128.jsonl,5. trajectory/results/evidence,KEEP,no,9d0e6f58579299201d068999ee0a147690654cfe,9d0e6f58579299201d068999ee0a147690654cfe
trajectories/cascade_all/gpt-5.1/M125_promo_min_purchase_silent__1__9442a05f.jsonl,trajectories/cascade_all/gpt-5.1/M125_promo_min_purchase_silent__1__9442a05f.jsonl,5. trajectory/results/evidence,KEEP,no,d26f3343f4146a37551cac9063237d54b5da24c1,d26f3343f4146a37551cac9063237d54b5da24c1
trajectories/cascade_all/gpt-5.1/M125_promo_min_purchase_silent__2__da209cfb.jsonl,trajectories/cascade_all/gpt-5.1/M125_promo_min_purchase_silent__2__da209cfb.jsonl,5. trajectory/results/evidence,KEEP,no,e12cbdbf2cb86e3c967502014f2cd7041ff59caf,e12cbdbf2cb86e3c967502014f2cd7041ff59caf
trajectories/cascade_all/gpt-5.1/M126_oos_item_missing__0__fe08ed07.jsonl,trajectories/cascade_all/gpt-5.1/M126_oos_item_missing__0__fe08ed07.jsonl,5. trajectory/results/evidence,KEEP,no,9a0267787ea7a929f609d0a9266eed928f10680c,9a0267787ea7a929f609d0a9266eed928f10680c
trajectories/cascade_all/gpt-5.1/M126_oos_item_missing__1__7f39fa3b.jsonl,trajectories/cascade_all/gpt-5.1/M126_oos_item_missing__1__7f39fa3b.jsonl,5. trajectory/results/evidence,KEEP,no,d9f950cfe5de1c3798e419d6b61ddf5f7a6edbd9,d9f950cfe5de1c3798e419d6b61ddf5f7a6edbd9
trajectories/cascade_all/gpt-5.1/M126_oos_item_missing__2__5b65d525.jsonl,trajectories/cascade_all/gpt-5.1/M126_oos_item_missing__2__5b65d525.jsonl,5. trajectory/results/evidence,KEEP,no,fec729c10347c16612b4f01b4871a3083b554185,fec729c10347c16612b4f01b4871a3083b554185
trajectories/cascade_all/gpt-5.1/M127_oos_signed_book_substitute__0__31a25200.jsonl,trajectories/cascade_all/gpt-5.1/M127_oos_signed_book_substitute__0__31a25200.jsonl,5. trajectory/results/evidence,KEEP,no,a2bd6799fed15785084fa4d75953c73c54473195,a2bd6799fed15785084fa4d75953c73c54473195
trajectories/cascade_all/gpt-5.1/M127_oos_signed_book_substitute__1__7fd77b97.jsonl,trajectories/cascade_all/gpt-5.1/M127_oos_signed_book_substitute__1__7fd77b97.jsonl,5. trajectory/results/evidence,KEEP,no,c9ac79f5f783d8452424859367b63f999749e476,c9ac79f5f783d8452424859367b63f999749e476
trajectories/cascade_all/gpt-5.1/M127_oos_signed_book_substitute__2__2e6f729c.jsonl,trajectories/cascade_all/gpt-5.1/M127_oos_signed_book_substitute__2__2e6f729c.jsonl,5. trajectory/results/evidence,KEEP,no,8d10a4150db95f7b11d80e23cdcd6fb13937a4fd,8d10a4150db95f7b11d80e23cdcd6fb13937a4fd
trajectories/cascade_all/gpt-5.1/M128_promo_failed_in_long_errand__0__09a0998b.jsonl,trajectories/cascade_all/gpt-5.1/M128_promo_failed_in_long_errand__0__09a0998b.jsonl,5. trajectory/results/evidence,KEEP,no,f9b57e30861e6435a2eed6723b93b5f633115bb5,f9b57e30861e6435a2eed6723b93b5f633115bb5
trajectories/cascade_all/gpt-5.1/M128_promo_failed_in_long_errand__1__bee5a5b9.jsonl,trajectories/cascade_all/gpt-5.1/M128_promo_failed_in_long_errand__1__bee5a5b9.jsonl,5. trajectory/results/evidence,KEEP,no,19df263afe95fe132bed2e9e10eb7170153ee25b,19df263afe95fe132bed2e9e10eb7170153ee25b
trajectories/cascade_all/gpt-5.1/M128_promo_failed_in_long_errand__2__266df0f2.jsonl,trajectories/cascade_all/gpt-5.1/M128_promo_failed_in_long_errand__2__266df0f2.jsonl,5. trajectory/results/evidence,KEEP,no,31291ff921c01b726e0c57998c0465d8d18bde9e,31291ff921c01b726e0c57998c0465d8d18bde9e
trajectories/cascade_all/gpt-5.1/M129_oos_in_multi_item_basket__0__f9489a08.jsonl,trajectories/cascade_all/gpt-5.1/M129_oos_in_multi_item_basket__0__f9489a08.jsonl,5. trajectory/results/evidence,KEEP,no,78aeb106369a0ca3f6335f320d620419fd923fc0,78aeb106369a0ca3f6335f320d620419fd923fc0
trajectories/cascade_all/gpt-5.1/M129_oos_in_multi_item_basket__1__08aeca9d.jsonl,trajectories/cascade_all/gpt-5.1/M129_oos_in_multi_item_basket__1__08aeca9d.jsonl,5. trajectory/results/evidence,KEEP,no,25105d7f759ccaf4568a2e7f7e977bbe0ee8dd63,25105d7f759ccaf4568a2e7f7e977bbe0ee8dd63
trajectories/cascade_all/gpt-5.1/M129_oos_in_multi_item_basket__2__c501e75c.jsonl,trajectories/cascade_all/gpt-5.1/M129_oos_in_multi_item_basket__2__c501e75c.jsonl,5. trajectory/results/evidence,KEEP,no,6b8e57bd3294d0e35e7d8d2987923a5b527bfba8,6b8e57bd3294d0e35e7d8d2987923a5b527bfba8
trajectories/cascade_all/gpt-5.1/M132_promo_wrong_category_silent__0__f15b9b66.jsonl,trajectories/cascade_all/gpt-5.1/M132_promo_wrong_category_silent__0__f15b9b66.jsonl,5. trajectory/results/evidence,KEEP,no,39d5ed5af91f164fba4252ef5f14390ff452e29e,39d5ed5af91f164fba4252ef5f14390ff452e29e
trajectories/cascade_all/gpt-5.1/M132_promo_wrong_category_silent__1__10cfe907.jsonl,trajectories/cascade_all/gpt-5.1/M132_promo_wrong_category_silent__1__10cfe907.jsonl,5. trajectory/results/evidence,KEEP,no,42a8a6ddf5258e3d82e1b1d64101cc13f3402b42,42a8a6ddf5258e3d82e1b1d64101cc13f3402b42
trajectories/cascade_all/gpt-5.1/M132_promo_wrong_category_silent__2__ad7e978a.jsonl,trajectories/cascade_all/gpt-5.1/M132_promo_wrong_category_silent__2__ad7e978a.jsonl,5. trajectory/results/evidence,KEEP,no,ca8daa1608879fbd16d181a06227160cd09ed62f,ca8daa1608879fbd16d181a06227160cd09ed62f
trajectories/cascade_all/gpt-5.1/M137_oos_then_proceed_empty_cart__0__c4679451.jsonl,trajectories/cascade_all/gpt-5.1/M137_oos_then_proceed_empty_cart__0__c4679451.jsonl,5. trajectory/results/evidence,KEEP,no,fdd3bdd0321a6577a6894453f7d333762e30018a,fdd3bdd0321a6577a6894453f7d333762e30018a
